from_id,to_id,market_value,allocation_pct,as_of_date
AC00635,P022,249141.78,20,2026-07-01
AC00636,P002,532886.58,35,2026-07-01
AC00636,P062,380633.28,25,2026-07-01
AC00636,P024,304506.62,20,2026-07-01
AC00636,P056,304506.62,20,2026-07-01
AC00637,P018,437245.36,35,2026-07-01
AC00637,P023,312318.11,25,2026-07-01
AC00637,P016,249854.49,20,2026-07-01
AC00637,P013,249854.49,20,2026-07-01
AC00638,P021,534410.99,35,2026-07-01
AC00638,P019,381722.14,25,2026-07-01
AC00638,P042,305377.71,20,2026-07-01
AC00638,P039,305377.71,20,2026-07-01
AC00639,P063,438492.6,35,2026-07-01
AC00639,P013,313209.0,25,2026-07-01
AC00639,P057,250567.2,20,2026-07-01
AC00639,P043,250567.2,20,2026-07-01
AC00640,P012,535935.4,35,2026-07-01
AC00640,P020,382811.0,25,2026-07-01
AC00640,P002,306248.8,20,2026-07-01
AC00640,P037,306248.8,20,2026-07-01
AC00641,P038,439739.84,35,2026-07-01
AC00641,P012,314099.89,25,2026-07-01
AC00641,P023,251279.91,20,2026-07-01
AC00641,P016,251279.91,20,2026-07-01
AC00642,P039,537459.81,35,2026-07-01
AC00642,P007,383899.86,25,2026-07-01
AC00642,P028,307119.89,20,2026-07-01
AC00642,P017,307119.89,20,2026-07-01
AC00643,P002,440987.09,35,2026-07-01
AC00643,P050,314990.78,25,2026-07-01
AC00643,P037,251992.62,20,2026-07-01
AC00643,P020,251992.62,20,2026-07-01
AC00644,P014,538984.21,35,2026-07-01
AC00644,P057,384988.72,25,2026-07-01
AC00644,P012,307990.98,20,2026-07-01
AC00644,P016,307990.98,20,2026-07-01
AC00645,P049,442234.33,35,2026-07-01
AC00645,P007,315881.66,25,2026-07-01
AC00645,P044,252705.33,20,2026-07-01
AC00645,P055,252705.33,20,2026-07-01
AC00646,P008,540508.62,35,2026-07-01
AC00646,P046,386077.59,25,2026-07-01
AC00646,P063,308862.07,20,2026-07-01
AC00646,P017,308862.07,20,2026-07-01
AC00647,P050,443481.57,35,2026-07-01
AC00647,P025,316772.55,25,2026-07-01
AC00647,P047,253418.04,20,2026-07-01
AC00647,P032,253418.04,20,2026-07-01
AC00648,P005,542033.03,35,2026-07-01
AC00648,P022,387166.45,25,2026-07-01
AC00648,P041,309733.16,20,2026-07-01
AC00648,P061,309733.16,20,2026-07-01
AC00649,P054,444728.81,35,2026-07-01
AC00649,P041,317663.44,25,2026-07-01
AC00649,P046,254130.75,20,2026-07-01
AC00649,P042,254130.75,20,2026-07-01
AC00650,P052,543557.44,35,2026-07-01
AC00650,P037,388255.31,25,2026-07-01
AC00650,P060,310604.25,20,2026-07-01
AC00650,P018,310604.25,20,2026-07-01
AC00651,P061,445976.05,35,2026-07-01
AC00651,P058,318554.33,25,2026-07-01
AC00651,P060,254843.46,20,2026-07-01
AC00651,P047,254843.46,20,2026-07-01
AC00652,P009,545081.84,35,2026-07-01
AC00652,P062,389344.17,25,2026-07-01
AC00652,P049,311475.34,20,2026-07-01
AC00652,P035,311475.34,20,2026-07-01
AC00653,P030,447223.3,35,2026-07-01
AC00653,P060,319445.21,25,2026-07-01
AC00653,P035,255556.17,20,2026-07-01
AC00653,P023,255556.17,20,2026-07-01
AC00654,P051,546606.25,35,2026-07-01
AC00654,P009,390433.04,25,2026-07-01
AC00654,P020,312346.43,20,2026-07-01
AC00654,P024,312346.43,20,2026-07-01
AC00655,P001,448470.54,35,2026-07-01
AC00655,P006,320336.1,25,2026-07-01
AC00655,P043,256268.88,20,2026-07-01
AC00655,P009,256268.88,20,2026-07-01
AC00656,P025,548130.66,35,2026-07-01
AC00656,P035,391521.9,25,2026-07-01
AC00656,P063,313217.52,20,2026-07-01
AC00656,P005,313217.52,20,2026-07-01
AC00657,P009,449717.78,35,2026-07-01
AC00657,P062,321226.99,25,2026-07-01
AC00657,P060,256981.59,20,2026-07-01
AC00657,P017,256981.59,20,2026-07-01
AC00658,P040,549655.07,35,2026-07-01
AC00658,P051,392610.76,25,2026-07-01
AC00658,P027,314088.61,20,2026-07-01
AC00658,P055,314088.61,20,2026-07-01
AC00659,P020,450965.02,35,2026-07-01
AC00659,P046,322117.88,25,2026-07-01
AC00659,P006,257694.3,20,2026-07-01
AC00659,P055,257694.3,20,2026-07-01
AC00660,P062,551179.47,35,2026-07-01
AC00660,P047,393699.62,25,2026-07-01
AC00660,P061,314959.7,20,2026-07-01
AC00660,P003,314959.7,20,2026-07-01
AC00661,P004,452212.27,35,2026-07-01
AC00661,P001,323008.76,25,2026-07-01
AC00661,P031,258407.01,20,2026-07-01
AC00661,P034,258407.01,20,2026-07-01
AC00662,P010,552703.88,35,2026-07-01
AC00662,P034,394788.49,25,2026-07-01
AC00662,P005,315830.79,20,2026-07-01
AC00662,P046,315830.79,20,2026-07-01
AC00663,P045,453459.51,35,2026-07-01
AC00663,P012,323899.65,25,2026-07-01
AC00663,P049,259119.72,20,2026-07-01
AC00663,P051,259119.72,20,2026-07-01
AC00664,P021,554228.29,35,2026-07-01
AC00664,P007,395877.35,25,2026-07-01
AC00664,P054,316701.88,20,2026-07-01
AC00664,P018,316701.88,20,2026-07-01
AC00665,P020,454706.75,35,2026-07-01
AC00665,P064,324790.54,25,2026-07-01
AC00665,P047,259832.43,20,2026-07-01
AC00665,P033,259832.43,20,2026-07-01
AC00666,P010,555752.7,35,2026-07-01
AC00666,P054,396966.21,25,2026-07-01
AC00666,P061,317572.97,20,2026-07-01
AC00666,P025,317572.97,20,2026-07-01
AC00667,P049,455953.99,35,2026-07-01
AC00667,P025,325681.42,25,2026-07-01
AC00667,P056,260545.14,20,2026-07-01
AC00667,P008,260545.14,20,2026-07-01
AC00668,P033,557277.1,35,2026-07-01
AC00668,P047,398055.08,25,2026-07-01
AC00668,P037,318444.06,20,2026-07-01
AC00668,P003,318444.06,20,2026-07-01
AC00669,P034,457201.24,35,2026-07-01
AC00669,P044,326572.31,25,2026-07-01
AC00669,P022,261257.85,20,2026-07-01
AC00669,P013,261257.85,20,2026-07-01
AC00670,P063,558801.51,35,2026-07-01
AC00670,P060,399143.94,25,2026-07-01
AC00670,P049,319315.15,20,2026-07-01
AC00670,P057,319315.15,20,2026-07-01
AC00671,P008,458448.48,35,2026-07-01
AC00671,P060,327463.2,25,2026-07-01
AC00671,P030,261970.56,20,2026-07-01
AC00671,P042,261970.56,20,2026-07-01
AC00672,P033,560325.92,35,2026-07-01
AC00672,P057,400232.8,25,2026-07-01
AC00672,P052,320186.24,20,2026-07-01
AC00672,P002,320186.24,20,2026-07-01
AC00673,P034,459695.72,35,2026-07-01
AC00673,P035,328354.09,25,2026-07-01
AC00673,P052,262683.27,20,2026-07-01
AC00673,P041,262683.27,20,2026-07-01
AC00674,P011,561850.33,35,2026-07-01
AC00674,P018,401321.66,25,2026-07-01
AC00674,P016,321057.33,20,2026-07-01
AC00674,P006,321057.33,20,2026-07-01
AC00675,P001,460942.96,35,2026-07-01
AC00675,P029,329244.97,25,2026-07-01
AC00675,P041,263395.98,20,2026-07-01
AC00675,P043,263395.98,20,2026-07-01
AC00676,P061,563374.73,35,2026-07-01
AC00676,P022,402410.53,25,2026-07-01
AC00676,P039,321928.42,20,2026-07-01
AC00676,P034,321928.42,20,2026-07-01
AC00677,P057,462190.21,35,2026-07-01
AC00677,P038,330135.86,25,2026-07-01
AC00677,P018,264108.69,20,2026-07-01
AC00677,P034,264108.69,20,2026-07-01
AC00678,P052,564899.14,35,2026-07-01
AC00678,P005,403499.39,25,2026-07-01
AC00678,P003,322799.51,20,2026-07-01
AC00678,P037,322799.51,20,2026-07-01
AC00679,P060,463437.45,35,2026-07-01
AC00679,P002,331026.75,25,2026-07-01
AC00679,P039,264821.4,20,2026-07-01
AC00679,P044,264821.4,20,2026-07-01
AC00680,P040,566423.55,35,2026-07-01
AC00680,P002,404588.25,25,2026-07-01
AC00680,P051,323670.6,20,2026-07-01
AC00680,P029,323670.6,20,2026-07-01
AC00681,P043,464684.69,35,2026-07-01
AC00681,P012,331917.64,25,2026-07-01
AC00681,P036,265534.11,20,2026-07-01
AC00681,P006,265534.11,20,2026-07-01
AC00682,P001,567947.96,35,2026-07-01
AC00682,P030,405677.11,25,2026-07-01
AC00682,P039,324541.69,20,2026-07-01
AC00682,P013,324541.69,20,2026-07-01
AC00683,P059,465931.93,35,2026-07-01
AC00683,P038,332808.53,25,2026-07-01
AC00683,P057,266246.82,20,2026-07-01
AC00683,P064,266246.82,20,2026-07-01
AC00684,P029,569472.36,35,2026-07-01
AC00684,P053,406765.97,25,2026-07-01
AC00684,P057,325412.78,20,2026-07-01
AC00684,P058,325412.78,20,2026-07-01
AC00685,P056,467179.18,35,2026-07-01
AC00685,P008,333699.41,25,2026-07-01
AC00685,P047,266959.53,20,2026-07-01
AC00685,P052,266959.53,20,2026-07-01
AC00686,P014,570996.77,35,2026-07-01
AC00686,P064,407854.84,25,2026-07-01
AC00686,P033,326283.87,20,2026-07-01
AC00686,P030,326283.87,20,2026-07-01
AC00687,P049,468426.42,35,2026-07-01
AC00687,P037,334590.3,25,2026-07-01
AC00687,P039,267672.24,20,2026-07-01
AC00687,P041,267672.24,20,2026-07-01
AC00688,P008,572521.18,35,2026-07-01
AC00688,P010,408943.7,25,2026-07-01
AC00688,P038,327154.96,20,2026-07-01
AC00688,P050,327154.96,20,2026-07-01
AC00689,P031,469673.66,35,2026-07-01
AC00689,P060,335481.19,25,2026-07-01
AC00689,P041,268384.95,20,2026-07-01
AC00689,P034,268384.95,20,2026-07-01
AC00690,P054,574045.59,35,2026-07-01
AC00690,P064,410032.56,25,2026-07-01
AC00690,P057,328026.05,20,2026-07-01
AC00690,P015,328026.05,20,2026-07-01
AC00691,P021,470920.9,35,2026-07-01
AC00691,P055,336372.08,25,2026-07-01
AC00691,P045,269097.66,20,2026-07-01
AC00691,P039,269097.66,20,2026-07-01
AC00692,P003,575569.99,35,2026-07-01
AC00692,P048,411121.42,25,2026-07-01
AC00692,P013,328897.14,20,2026-07-01
AC00692,P029,328897.14,20,2026-07-01
AC00693,P010,472168.15,35,2026-07-01
AC00693,P062,337262.96,25,2026-07-01
AC00693,P057,269810.37,20,2026-07-01
AC00693,P013,269810.37,20,2026-07-01
AC00694,P061,577094.4,35,2026-07-01
AC00694,P013,412210.29,25,2026-07-01
AC00694,P063,329768.23,20,2026-07-01
AC00694,P048,329768.23,20,2026-07-01
AC00695,P016,473415.39,35,2026-07-01
AC00695,P060,338153.85,25,2026-07-01
AC00695,P038,270523.08,20,2026-07-01
AC00695,P023,270523.08,20,2026-07-01
AC00696,P049,578618.81,35,2026-07-01
AC00696,P053,413299.15,25,2026-07-01
AC00696,P016,330639.32,20,2026-07-01
AC00696,P051,330639.32,20,2026-07-01
AC00697,P019,474662.63,35,2026-07-01
AC00697,P041,339044.74,25,2026-07-01
AC00697,P006,271235.79,20,2026-07-01
AC00697,P010,271235.79,20,2026-07-01
AC00698,P046,580143.22,35,2026-07-01
AC00698,P011,414388.01,25,2026-07-01
AC00698,P052,331510.41,20,2026-07-01
AC00698,P053,331510.41,20,2026-07-01
AC00699,P027,475909.87,35,2026-07-01
AC00699,P042,339935.62,25,2026-07-01
AC00699,P047,271948.5,20,2026-07-01
AC00699,P009,271948.5,20,2026-07-01
AC00700,P031,581667.62,35,2026-07-01
AC00700,P015,415476.88,25,2026-07-01
AC00700,P047,332381.5,20,2026-07-01
AC00700,P060,332381.5,20,2026-07-01
AC00701,P047,477157.12,35,2026-07-01
AC00701,P036,340826.51,25,2026-07-01
AC00701,P019,272661.21,20,2026-07-01
AC00701,P058,272661.21,20,2026-07-01
AC00702,P029,583192.03,35,2026-07-01
AC00702,P052,416565.74,25,2026-07-01
AC00702,P003,333252.59,20,2026-07-01
AC00702,P025,333252.59,20,2026-07-01
AC00703,P044,478404.36,35,2026-07-01
AC00703,P027,341717.4,25,2026-07-01
AC00703,P008,273373.92,20,2026-07-01
AC00703,P021,273373.92,20,2026-07-01
AC00704,P044,584716.44,35,2026-07-01
AC00704,P043,417654.6,25,2026-07-01
AC00704,P049,334123.68,20,2026-07-01
AC00704,P011,334123.68,20,2026-07-01
AC00705,P026,479651.6,35,2026-07-01
AC00705,P003,342608.29,25,2026-07-01
AC00705,P052,274086.63,20,2026-07-01
AC00705,P027,274086.63,20,2026-07-01
AC00706,P016,586240.85,35,2026-07-01
AC00706,P053,418743.46,25,2026-07-01
AC00706,P031,334994.77,20,2026-07-01
AC00706,P028,334994.77,20,2026-07-01
AC00707,P023,480898.84,35,2026-07-01
AC00707,P010,343499.17,25,2026-07-01
AC00707,P041,274799.34,20,2026-07-01
AC00707,P034,274799.34,20,2026-07-01
AC00708,P048,587765.26,35,2026-07-01
AC00708,P029,419832.33,25,2026-07-01
AC00708,P046,335865.86,20,2026-07-01
AC00708,P020,335865.86,20,2026-07-01
AC00709,P001,482146.09,35,2026-07-01
AC00709,P052,344390.06,25,2026-07-01
AC00709,P022,275512.05,20,2026-07-01
AC00709,P032,275512.05,20,2026-07-01
AC00710,P063,589289.66,35,2026-07-01
AC00710,P002,420921.19,25,2026-07-01
AC00710,P054,336736.95,20,2026-07-01
AC00710,P031,336736.95,20,2026-07-01
AC00711,P028,483393.33,35,2026-07-01
AC00711,P059,345280.95,25,2026-07-01
AC00711,P034,276224.76,20,2026-07-01
AC00711,P025,276224.76,20,2026-07-01
AC00712,P063,590814.07,35,2026-07-01
AC00712,P045,422010.05,25,2026-07-01
AC00712,P047,337608.04,20,2026-07-01
AC00712,P029,337608.04,20,2026-07-01
AC00713,P004,484640.57,35,2026-07-01
AC00713,P059,346171.84,25,2026-07-01
AC00713,P057,276937.47,20,2026-07-01
AC00713,P058,276937.47,20,2026-07-01
AC00714,P061,592338.48,35,2026-07-01
AC00714,P039,423098.91,25,2026-07-01
AC00714,P020,338479.13,20,2026-07-01
AC00714,P011,338479.13,20,2026-07-01
AC00715,P014,485887.81,35,2026-07-01
AC00715,P016,347062.72,25,2026-07-01
AC00715,P061,277650.18,20,2026-07-01
AC00715,P047,277650.18,20,2026-07-01
AC00716,P022,593862.89,35,2026-07-01
AC00716,P001,424187.78,25,2026-07-01
AC00716,P047,339350.22,20,2026-07-01
AC00716,P058,339350.22,20,2026-07-01
AC00717,P058,487135.06,35,2026-07-01
AC00717,P005,347953.61,25,2026-07-01
AC00717,P060,278362.89,20,2026-07-01
AC00717,P043,278362.89,20,2026-07-01
AC00718,P049,595387.29,35,2026-07-01
AC00718,P018,425276.64,25,2026-07-01
AC00718,P045,340221.31,20,2026-07-01
AC00718,P060,340221.31,20,2026-07-01
AC00719,P040,488382.3,35,2026-07-01
AC00719,P058,348844.5,25,2026-07-01
AC00719,P018,279075.6,20,2026-07-01
AC00719,P059,279075.6,20,2026-07-01
AC00720,P062,596911.7,35,2026-07-01
AC00720,P033,426365.5,25,2026-07-01
AC00720,P045,341092.4,20,2026-07-01
AC00720,P023,341092.4,20,2026-07-01
